policy,learning_rate,gamma,gae_lambda,total_timesteps,n_steps,batch_size,n_epochs,clip_range,ent_coef,vf_coef,max_grad_norm,normalize_advantage,use_sde,sde_sample_freq,tensorboard_log,stats_window_size,device,verbose,mean_reward
MlpPolicy,0.0003,0.99,0.95,850000,2048,64,10,0.2,0.0,0.5,0.5,True,False,-1,,100,auto,0,0.0
